20049;&;20083;&;0.500424;&;0.610337;&;TRUE;\\
20096;&;20095;&;0.501597;&;0.52902;&;TRUE;\\
19768;&;20010;&;0.493411;&;0.857241;&;TRUE;\\
20038;&;20120;&;0.50015;&;0.37924;&;TRUE;\\
19906;&;19874;&;0.496855;&;0.116693;&;TRUE;\\
20038;&;20070;&;0.50015;&;0.704171;&;TRUE;\\
19998;&;19990;&;0.499151;&;0.682045;&;TRUE;\\
19913;&;19907;&;0.49703;&;0.215326;&;TRUE;\\
20079;&;20123;&;0.501173;&;0.363203;&;TRUE;\\
19928;&;20008;&;0.497404;&;0.81823;&;TRUE;\\
19963;&;20165;&;0.498278;&;0.183863;&;TRUE;\\
19911;&;20064;&;0.49698;&;0.749153;&;TRUE;\\
20126;&;20092;&;0.502346;&;0.548817;&;TRUE;\\
20011;&;19901;&;0.499476;&;0.193957;&;TRUE;\\
20115;&;20007;&;0.502072;&;0.810476;&;TRUE;\\
20029;&;19992;&;0.499925;&;0.696767;&;TRUE;\\
19860;&;19923;&;0.495707;&;0.284969;&;TRUE;\\
19923;&;20148;&;0.497279;&;0.246412;&;TRUE;\\
19941;&;19954;&;0.497729;&;0.441656;&;TRUE;\\
20009;&;19956;&;0.499426;&;0.453615;&;TRUE;\\
19961;&;19994;&;0.498228;&;0.711599;&;TRUE;\\
19863;&;20154;&;0.495782;&;0.219033;&;TRUE;\\
19966;&;19790;&;0.498353;&;0.0160358;&;TRUE;\\
20098;&;20185;&;0.501647;&;0.126316;&;TRUE;\\
20021;&;20000;&;0.499725;&;0.756749;&;TRUE;\\
20027;&;20140;&;0.499875;&;0.280527;&;TRUE;\\
20082;&;19896;&;0.501248;&;0.17736;&;TRUE;\\
19957;&;19984;&;0.498128;&;0.638619;&;TRUE;\\
20029;&;20015;&;0.499925;&;0.872982;&;TRUE;\\
19882;&;20024;&;0.496256;&;0.952191;&;TRUE;\\
19871;&;19995;&;0.495981;&;0.726532;&;TRUE;\\
20060;&;20150;&;0.500699;&;0.238375;&;TRUE;\\
19955;&;19969;&;0.498078;&;0.535578;&;TRUE;\\
19972;&;19831;&;0.498502;&;0.0456712;&;TRUE;\\
20159;&;20067;&;0.50317;&;0.726538;&;TRUE;\\
19942;&;20196;&;0.497754;&;0.101271;&;TRUE;\\
19881;&;20095;&;0.496231;&;0.522481;&;TRUE;\\
20056;&;19944;&;0.500599;&;0.38468;&;TRUE;\\
19798;&;20233;&;0.494159;&;0.0424935;&;TRUE;\\
19847;&;20061;&;0.495382;&;0.764341;&;TRUE;\\
20069;&;19939;&;0.500924;&;0.357955;&;TRUE;\\
20131;&;20026;&;0.502471;&;0.960153;&;TRUE;\\
20033;&;20006;&;0.500025;&;0.802742;&;TRUE;\\
19937;&;20032;&;0.497629;&;1;&;TRUE;\\
19974;&;20317;&;0.498552;&;0.004403;&;FALSE;\\
19887;&;20107;&;0.496381;&;0.447594;&;TRUE;\\
20093;&;19840;&;0.501523;&;0.0563277;&;TRUE;\\
19795;&;20278;&;0.494084;&;0.0131986;&;TRUE;\\
20062;&;19935;&;0.500749;&;0.33744;&;TRUE;\\
19993;&;20082;&;0.499027;&;0.617355;&;TRUE;\\
19887;&;20029;&;0.496381;&;0.992027;&;TRUE;\\
19811;&;19895;&;0.494484;&;0.180541;&;TRUE;\\
19827;&;20091;&;0.494883;&;0.542142;&;TRUE;\\
20025;&;19969;&;0.499825;&;0.535584;&;TRUE;\\
19992;&;19925;&;0.499002;&;0.289528;&;TRUE;\\
19895;&;20231;&;0.49658;&;0.0467561;&;TRUE;\\
20026;&;19986;&;0.49985;&;0.65297;&;TRUE;\\
19959;&;19956;&;0.498178;&;0.45361;&;TRUE;\\
19966;&;20179;&;0.498353;&;0.141876;&;TRUE;\\
19964;&;19971;&;0.498303;&;0.548821;&;TRUE;\\
20067;&;19942;&;0.500874;&;0.373846;&;TRUE;\\
20027;&;20073;&;0.499875;&;0.682046;&;TRUE;\\
19959;&;20271;&;0.498178;&;0.0169347;&;TRUE;\\
20136;&;19904;&;0.502596;&;0.204434;&;TRUE;\\
20070;&;19986;&;0.500948;&;0.652969;&;TRUE;\\
19991;&;20117;&;0.498977;&;0.395701;&;TRUE;\\
20003;&;19992;&;0.499276;&;0.696766;&;TRUE;\\
20092;&;20039;&;0.501498;&;0.944238;&;TRUE;\\
19942;&;20101;&;0.497754;&;0.490532;&;TRUE;\\
19942;&;20091;&;0.497754;&;0.555499;&;TRUE;\\
19909;&;19857;&;0.49693;&;0.0820919;&;TRUE;\\
20037;&;20238;&;0.500125;&;0.0395562;&;TRUE;\\
20064;&;19980;&;0.500799;&;0.610336;&;TRUE;\\
19937;&;20201;&;0.497629;&;0.0912793;&;TRUE;\\
19843;&;20058;&;0.495283;&;0.787308;&;TRUE;\\
20004;&;20201;&;0.499301;&;0.091286;&;TRUE;\\
20003;&;20109;&;0.499276;&;0.441664;&;TRUE;\\
20057;&;20087;&;0.500624;&;0.58262;&;TRUE;\\
20086;&;20022;&;0.501348;&;0.928344;&;TRUE;\\
19993;&;20145;&;0.499027;&;0.258855;&;TRUE;\\
19872;&;20047;&;0.496006;&;0.872974;&;TRUE;\\
19992;&;20229;&;0.499002;&;0.0490182;&;TRUE;\\
19951;&;20026;&;0.497978;&;0.960154;&;TRUE;\\
19881;&;19985;&;0.496231;&;0.652951;&;TRUE;\\
20038;&;20109;&;0.50015;&;0.441665;&;TRUE;\\
19996;&;20114;&;0.499101;&;0.412588;&;TRUE;\\
19830;&;19924;&;0.494958;&;0.294055;&;TRUE;\\
19999;&;20275;&;0.499176;&;0.0151796;&;TRUE;\\
20171;&;19932;&;0.503469;&;0.322538;&;TRUE;\\
20011;&;20215;&;0.499476;&;0.0674686;&;TRUE;\\
19899;&;20077;&;0.49668;&;0.652955;&;TRUE;\\
20014;&;20197;&;0.499551;&;0.0992126;&;TRUE;\\
19928;&;20096;&;0.497404;&;0.522494;&;TRUE;\\
19965;&;20009;&;0.498328;&;0.826006;&;TRUE;\\
19985;&;20117;&;0.498827;&;0.3957;&;TRUE;\\
19828;&;20215;&;0.494908;&;0.0644992;&;TRUE;\\
19884;&;20034;&;0.496306;&;0.976085;&;TRUE;\\
19916;&;20230;&;0.497105;&;0.0478741;&;TRUE;\\
19960;&;20043;&;0.498203;&;0.912478;&;TRUE;\\
19849;&;20046;&;0.495432;&;0.880849;&;TRUE;\\
