49;&;70;&;78;&;52;&;27;&;37;&;5.63335;&;0.343545;&;TRUE;\\
46;&;59;&;88;&;48;&;37;&;35;&;9.01686;&;0.108393;&;TRUE;\\
43;&;74;&;68;&;67;&;33;&;28;&;6.5956;&;0.252494;&;TRUE;\\
43;&;68;&;78;&;53;&;34;&;37;&;2.18089;&;0.823591;&;TRUE;\\
35;&;72;&;83;&;52;&;29;&;42;&;2.3922;&;0.792635;&;TRUE;\\
42;&;75;&;77;&;58;&;22;&;39;&;4.57824;&;0.469483;&;TRUE;\\
48;&;66;&;78;&;53;&;35;&;33;&;5.22726;&;0.388779;&;TRUE;\\
42;&;59;&;74;&;56;&;48;&;34;&;12.6699;&;0.0266767;&;TRUE;\\
51;&;74;&;64;&;55;&;31;&;38;&;8.37482;&;0.136753;&;TRUE;\\
42;&;74;&;75;&;47;&;24;&;51;&;11.2214;&;0.0471629;&;TRUE;\\
44;&;80;&;75;&;60;&;24;&;30;&;5.06673;&;0.407791;&;TRUE;\\
46;&;85;&;73;&;45;&;32;&;32;&;5.75892;&;0.330389;&;TRUE;\\
46;&;75;&;70;&;47;&;37;&;38;&;5.25093;&;0.38603;&;TRUE;\\
40;&;77;&;71;&;47;&;35;&;43;&;4.04468;&;0.543001;&;TRUE;\\
36;&;68;&;71;&;65;&;39;&;34;&;4.88731;&;0.429788;&;TRUE;\\
35;&;81;&;71;&;57;&;29;&;40;&;2.0905;&;0.836487;&;TRUE;\\
43;&;66;&;76;&;49;&;36;&;43;&;5.26891;&;0.383951;&;TRUE;\\
50;&;87;&;61;&;55;&;30;&;30;&;10.9781;&;0.0518158;&;TRUE;\\
46;&;86;&;61;&;57;&;30;&;33;&;7.71047;&;0.172931;&;TRUE;\\
45;&;78;&;63;&;51;&;37;&;39;&;6.21515;&;0.285843;&;TRUE;\\
41;&;75;&;66;&;55;&;40;&;36;&;4.30105;&;0.506934;&;TRUE;\\
50;&;74;&;66;&;60;&;35;&;28;&;8.89649;&;0.113265;&;TRUE;\\
34;&;80;&;83;&;58;&;23;&;35;&;3.51091;&;0.621737;&;TRUE;\\
42;&;76;&;72;&;53;&;35;&;35;&;1.53339;&;0.909184;&;TRUE;\\
43;&;86;&;74;&;41;&;36;&;33;&;6.66112;&;0.247087;&;TRUE;\\
