2.18799;&;0.334875 ;&; TRUE ; \\
0.270775;&;0.873378 ;&; TRUE ; \\
1.07814;&;0.583291 ;&; TRUE ; \\
0.670322;&;0.715223 ;&; TRUE ; \\
4.62214;&;0.0991551 ;&; TRUE ; \\
0.695165;&;0.706394 ;&; TRUE ; \\
0.246703;&;0.883953 ;&; TRUE ; \\
2.6688;&;0.263317 ;&; TRUE ; \\
0.0691265;&;0.966027 ;&; TRUE ; \\
0.695165;&;0.706394 ;&; TRUE ; \\
5.30911;&;0.0703301 ;&; TRUE ; \\
16.3339;&;0.000283888 ;&; FALSE ; \\
0.270775;&;0.873378 ;&; TRUE ; \\
0.270775;&;0.873378 ;&; TRUE ; \\
2.91035;&;0.233359 ;&; TRUE ; \\
5.31437;&;0.0701456 ;&; TRUE ; \\
6.5574;&;0.0376772 ;&; TRUE ; \\
0.767379;&;0.681343 ;&; TRUE ; \\
0.0247323;&;0.98771 ;&; TRUE ; \\
0.722985;&;0.696636 ;&; TRUE ; \\
3.00969;&;0.222052 ;&; TRUE ; \\
1.33624;&;0.512673 ;&; TRUE ; \\
0.670322;&;0.715223 ;&; TRUE ; \\
1.33624;&;0.512673 ;&; TRUE ; \\
0.137592;&;0.933517 ;&; TRUE ; \\
1.73652;&;0.419682 ;&; TRUE ; \\
1.33624;&;0.512673 ;&; TRUE ; \\
4.11352;&;0.127868 ;&; TRUE ; \\
0.137592;&;0.933517 ;&; TRUE ; \\
0.270775;&;0.873378 ;&; TRUE ; \\
1.07814;&;0.583291 ;&; TRUE ; \\
0.695165;&;0.706394 ;&; TRUE ; \\
2.11578;&;0.347188 ;&; TRUE ; \\
1.95849;&;0.375595 ;&; TRUE ; \\
0.0691265;&;0.966027 ;&; TRUE ; \\
3.46716;&;0.176651 ;&; TRUE ; \\
2.44682;&;0.294224 ;&; TRUE ; \\
0.735039;&;0.69245 ;&; TRUE ; \\
0.735039;&;0.69245 ;&; TRUE ; \\
0.695165;&;0.706394 ;&; TRUE ; \\
0.137592;&;0.933517 ;&; TRUE ; \\
0.137592;&;0.933517 ;&; TRUE ; \\
0.695165;&;0.706394 ;&; TRUE ; \\
0.944956;&;0.623455 ;&; TRUE ; \\
0.722985;&;0.696636 ;&; TRUE ; \\
2.65454;&;0.265201 ;&; TRUE ; \\
8.36702;&;0.0152449 ;&; TRUE ; \\
2.49875;&;0.286684 ;&; TRUE ; \\
0.0691265;&;0.966027 ;&; TRUE ; \\
0.270775;&;0.873378 ;&; TRUE ; \\
8.66128;&;0.0131591 ;&; TRUE ; \\
0.137592;&;0.933517 ;&; TRUE ; \\
0.0691265;&;0.966027 ;&; TRUE ; \\
0.384406;&;0.825139 ;&; TRUE ; \\
3.17819;&;0.20411 ;&; TRUE ; \\
5.51002;&;0.0636083 ;&; TRUE ; \\
0.670322;&;0.715223 ;&; TRUE ; \\
3.20153;&;0.201743 ;&; TRUE ; \\
5.13679;&;0.0766585 ;&; TRUE ; \\
1.61616;&;0.445713 ;&; TRUE ; \\
1.43329;&;0.488388 ;&; TRUE ; \\
0.670322;&;0.715223 ;&; TRUE ; \\
1.78091;&;0.410469 ;&; TRUE ; \\
0.384406;&;0.825139 ;&; TRUE ; \\
1.78091;&;0.410469 ;&; TRUE ; \\
0.670322;&;0.715223 ;&; TRUE ; \\
0.670322;&;0.715223 ;&; TRUE ; \\
0.0247323;&;0.98771 ;&; TRUE ; \\
3.31137;&;0.190961 ;&; TRUE ; \\
1.61616;&;0.445713 ;&; TRUE ; \\
3.46716;&;0.176651 ;&; TRUE ; \\
0.670322;&;0.715223 ;&; TRUE ; \\
0.0691265;&;0.966027 ;&; TRUE ; \\
0.384406;&;0.825139 ;&; TRUE ; \\
2.49875;&;0.286684 ;&; TRUE ; \\
0.722985;&;0.696636 ;&; TRUE ; \\
1.33624;&;0.512673 ;&; TRUE ; \\
1.07814;&;0.583291 ;&; TRUE ; \\
0.944956;&;0.623455 ;&; TRUE ; \\
0.722985;&;0.696636 ;&; TRUE ; \\
1.48974;&;0.474796 ;&; TRUE ; \\
2.51081;&;0.284961 ;&; TRUE ; \\
0.670322;&;0.715223 ;&; TRUE ; \\
6.62741;&;0.0363811 ;&; TRUE ; \\
0.270775;&;0.873378 ;&; TRUE ; \\
0.695165;&;0.706394 ;&; TRUE ; \\
0.0247323;&;0.98771 ;&; TRUE ; \\
7.65671;&;0.0217454 ;&; TRUE ; \\
0.944956;&;0.623455 ;&; TRUE ; \\
2.49875;&;0.286684 ;&; TRUE ; \\
1.33624;&;0.512673 ;&; TRUE ; \\
1.27229;&;0.529329 ;&; TRUE ; \\
0.767379;&;0.681343 ;&; TRUE ; \\
1.65526;&;0.437083 ;&; TRUE ; \\
0.384406;&;0.825139 ;&; TRUE ; \\
1.33624;&;0.512673 ;&; TRUE ; \\
1.27229;&;0.529329 ;&; TRUE ; \\
1.07814;&;0.583291 ;&; TRUE ; \\
1.33624;&;0.512673 ;&; TRUE ; \\
0.735039;&;0.69245 ;&; TRUE ; \\
